epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.5973479747772217,0.686830997467041,0.314337835983148,0.518036940816021,0.0,0.3151857208515077
2,0.3539138436317444,0.6231993436813354,0.5201574041691106,0.7389468073631453,0.0,0.3578027418264089
3,0.41772547364234924,0.4968036115169525,0.58846131860444,0.784296899689424,0.027635818658673657,0.420328274654526
4,0.4732273817062378,0.4620765447616577,0.6862378610445476,0.7875662967658746,0.004274500660604648,0.4235275667307704
5,0.2992124855518341,0.44712287187576294,0.6864199188083203,0.7889316674766962,0.0,0.3554505752247861
6,0.23278342187404633,1.3389692306518555,0.5944429195063717,0.7893899612800753,0.06177316036696158,0.3531640836261012
7,0.6205487847328186,1.454362392425537,0.5961103249097032,0.7937149747737011,0.06859250673138455,0.39017537327152296
8,0.17156437039375305,0.8287391662597656,0.720107524624785,0.7952942567300265,0.13442285633791476,0.41657932422588223
9,0.19099774956703186,0.346327006816864,0.714142351462353,0.7956405312515058,0.23121667474551624,0.40801061815723993
10,0.15257585048675537,0.2650393545627594,0.7420655817637812,0.7962436711263391,0.15901211579218172,0.41205603666066337
11,0.10666540265083313,0.23867979645729065,0.7588722126526035,0.7979689952605163,0.09812572006631634,0.4197421414638607
