epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.6147528886795044,0.6771430969238281,0.2869561534802318,0.5643451373311532,6.18706593865524e-05,0.2782914022686491
2,0.3874574303627014,0.6208531856536865,0.5418227527320806,0.7523889334995599,0.037471336818196636,0.39192165050596994
3,0.32485663890838623,0.6715643405914307,0.6664820713273745,0.7800491037960474,0.06829730537589275,0.33074091136980577
4,0.253111869096756,0.5562297105789185,0.6570203094599388,0.785021553226849,0.038083513153355474,0.33554060684026027
5,0.13731202483177185,0.4427521228790283,0.6204733686621046,0.7892761122750257,0.052814639428812656,0.3568355050227621
6,0.19613058865070343,0.3895062506198883,0.7229918928403388,0.787220059293841,0.012487898269316539,0.3610098344524787
7,0.13207265734672546,0.41552498936653137,0.739665345442055,0.7945671794906974,0.02538546639689833,0.4134665288308568
8,0.14818306267261505,0.35583797097206116,0.7204474230495446,0.7947125579273113,0.02930667713087837,0.42822404938127845
9,0.188888281583786,0.29759150743484497,0.7152327783528769,0.7963494078831491,0.026414729514888498,0.44245149794886596
10,0.22588223218917847,0.2525816559791565,0.7459187564626284,0.7982696359137045,0.17987901397243158,0.45771376896754545
